FIPS,County,State,Cases - last 7 days per 100k,% total pop fully vaccinated,Vaccination county reporting completeness,bivairate_colorCode,vaxRate_colorCode,caseRate_colorCode
28151,Washington County,MS,398.55,39.2,98.3,#AA778E,#BDDFD6,#D47A91
28153,Wayne County,MS,658.97,29.3,98.3,#CD334C,#E6E6E6,#CD334C
28155,Webster County,MS,660.54,39.4,98.3,#A52948,#BDDFD6,#CD334C
28157,Wilkinson County,MS,196.99,52.9,98.3,#65C7A6,#65C7A6,#E6E6E6
28159,Winston County,MS,317.46,39.7,98.3,#85B0BC,#8FD3C2,#DCB2BD
28161,Yalobusha County,MS,421.21,52.3,98.3,#42728B,#65C7A6,#D47A91
28163,Yazoo County,MS,309.87,39.5,98.3,#B2B0BC,#BDDFD6,#DCB2BD
29001,Adair County,MO,264.37,38.4,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29003,Andrew County,MO,237.13,30.3,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29005,Atchison County,MO,213.88,47.9,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29007,Audrain County,MO,145.74,31.5,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29009,Barry County,MO,192.8,36.9,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29011,Barton County,MO,187.17,28.6,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29013,Bates County,MO,457.58,32.8,91.1,#AA778E,#BDDFD6,#D47A91
29015,Benton County,MO,421.75,40.6,91.1,#797691,#8FD3C2,#D47A91
29017,Bollinger County,MO,626.39,27.6,91.1,#CD334C,#E6E6E6,#CD334C
29019,Boone County,MO,241.05,52.6,91.1,#5AACA4,#65C7A6,#DCB2BD
29021,Buchanan County,MO,172.84,31.7,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29023,Butler County,MO,527.33,27.7,91.1,#D47A91,#E6E6E6,#D47A91
29025,Caldwell County,MO,155.21,32.6,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29027,Callaway County,MO,221.26,39.9,91.1,#85B0BC,#8FD3C2,#DCB2BD
29029,Camden County,MO,339.06,36,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29031,Cape Girardeau County,MO,412.07,39.5,91.1,#AA778E,#BDDFD6,#D47A91
29033,Carroll County,MO,115.22,41.7,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29035,Carter County,MO,852.56,27.9,91.1,#CD334C,#E6E6E6,#CD334C
29037,Cass County,MO,304.41,42.1,91.1,#85B0BC,#8FD3C2,#DCB2BD
29039,Cedar County,MO,76.66,27.2,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29041,Chariton County,MO,228.93,32,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29043,Christian County,MO,153.51,39.5,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29045,Clark County,MO,220.69,24.9,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29047,Clay County,MO,125.23,44.2,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29049,Clinton County,MO,392.41,39.4,91.1,#AA778E,#BDDFD6,#D47A91
29051,Cole County,MO,218.91,45.8,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29053,Cooper County,MO,316.22,35.8,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29055,Crawford County,MO,259.2,27.4,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29057,,,359,40,,#797691,#8FD3C2,#D47A91
29059,Dallas County,MO,112.57,30.1,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29061,Daviess County,MO,362.41,26.9,91.1,#D47A91,#E6E6E6,#D47A91
29063,DeKalb County,MO,159.4,24,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29065,Dent County,MO,211.91,25.1,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29067,Douglas County,MO,250.28,20.4,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29069,Dunklin County,MO,456.56,28.5,91.1,#D47A91,#E6E6E6,#D47A91
29071,Franklin County,MO,334.72,45.6,91.1,#85B0BC,#8FD3C2,#DCB2BD
29073,Gasconade County,MO,428.4,44.6,91.1,#797691,#8FD3C2,#D47A91
29075,Gentry County,MO,395.68,37,91.1,#AA778E,#BDDFD6,#D47A91
29077,Greene County,MO,129.31,42.2,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29079,Grundy County,MO,324.87,29.6,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29081,Harrison County,MO,251.44,28.3,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29083,Henry County,MO,270.34,37.6,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29085,Hickory County,MO,188.6,33.4,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29087,,,359,40,,#797691,#8FD3C2,#D47A91
29089,Howard County,MO,189.98,36.7,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29091,Howell County,MO,239.3,27.2,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29093,Iron County,MO,483.95,31.2,91.1,#D47A91,#E6E6E6,#D47A91
29095,Jackson County,MO,299.43,45.3,91.1,#85B0BC,#8FD3C2,#DCB2BD
29097,Jasper County,MO,236.55,40.1,91.1,#85B0BC,#8FD3C2,#DCB2BD
29099,Jefferson County,MO,312.33,36.6,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29101,Johnson County,MO,283.01,32.3,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29103,,,359,40,,#797691,#8FD3C2,#D47A91
29105,Laclede County,MO,145.56,31.1,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29107,Lafayette County,MO,311.85,38.7,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29109,Lawrence County,MO,83.43,32,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29111,Lewis County,MO,521.69,29.3,91.1,#D47A91,#E6E6E6,#D47A91
29113,Lincoln County,MO,477.86,32.6,91.1,#AA778E,#BDDFD6,#D47A91
29115,Linn County,MO,117.45,39.5,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29117,Livingston County,MO,177.32,37.4,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29119,McDonald County,MO,205.81,24.1,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29121,Macon County,MO,277.83,34.5,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29123,Madison County,MO,637,30.2,91.1,#CD334C,#E6E6E6,#CD334C
29125,Maries County,MO,333.45,32.4,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29127,Marion County,MO,252.37,36.4,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29129,,,359,40,,#797691,#8FD3C2,#D47A91
29131,Miller County,MO,308.36,27.6,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29133,Mississippi County,MO,796.66,34.8,91.1,#A52948,#BDDFD6,#CD334C
29135,Moniteau County,MO,297.55,30.6,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29137,Monroe County,MO,242.94,37.9,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29139,Montgomery County,MO,337.63,41.6,91.1,#85B0BC,#8FD3C2,#DCB2BD
29141,Morgan County,MO,174.53,31.6,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29143,New Madrid County,MO,708.6,26.5,91.1,#CD334C,#E6E6E6,#CD334C
29145,Newton County,MO,157.98,21.4,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29147,Nodaway County,MO,104.11,41.2,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29149,Oregon County,MO,199.45,25.7,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29151,Osage County,MO,264.41,33.8,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29153,Ozark County,MO,261.61,25.9,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29155,Pemiscot County,MO,227.78,21.9,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29157,Perry County,MO,449.41,32.5,91.1,#AA778E,#BDDFD6,#D47A91
29159,Pettis County,MO,288.15,35.1,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29161,Phelps County,MO,210.89,37.1,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29163,Pike County,MO,267.73,31.7,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29165,Platte County,MO,71.83,46.2,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29167,Polk County,MO,139.97,33.4,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29169,Pulaski County,MO,110.25,47.8,91.1,#8FD3C2,#8FD3C2,#E6E6E6
29171,Putnam County,MO,362.01,27.7,91.1,#D47A91,#E6E6E6,#D47A91
29173,Ralls County,MO,155.2,24.6,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29175,Randolph County,MO,246.48,30.8,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29177,Ray County,MO,421.41,33.1,91.1,#AA778E,#BDDFD6,#D47A91
29179,Reynolds County,MO,813.4,20,91.1,#CD334C,#E6E6E6,#CD334C
29181,Ripley County,MO,677.3,23.4,91.1,#CD334C,#E6E6E6,#CD334C
29183,St. Charles County,MO,212.43,52,91.1,#65C7A6,#65C7A6,#E6E6E6
29185,St. Clair County,MO,234.12,29.2,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29186,,,359,40,,#797691,#8FD3C2,#D47A91
29187,St. Francois County,MO,523.69,35.2,91.1,#AA778E,#BDDFD6,#D47A91
29189,St. Louis County,MO,178.33,53.1,91.1,#65C7A6,#65C7A6,#E6E6E6
29195,Saline County,MO,632.66,39.5,91.1,#A52948,#BDDFD6,#CD334C
29197,,,359,40,,#797691,#8FD3C2,#D47A91
29199,,,359,40,,#797691,#8FD3C2,#D47A91
29201,Scott County,MO,749.74,36.4,91.1,#A52948,#BDDFD6,#CD334C
29203,Shannon County,MO,404.11,25.4,91.1,#D47A91,#E6E6E6,#D47A91
29205,Shelby County,MO,337.27,40.7,91.1,#85B0BC,#8FD3C2,#DCB2BD
29207,Stoddard County,MO,330.75,32,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29209,Stone County,MO,184.65,33.1,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29211,Sullivan County,MO,279.19,37.1,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29213,Taney County,MO,159.13,34.2,91.1,#BDDFD6,#BDDFD6,#E6E6E6
29217,Vernon County,MO,194.52,29.2,91.1,#E6E6E6,#E6E6E6,#E6E6E6
29219,Warren County,MO,670.43,35.4,91.1,#A52948,#BDDFD6,#CD334C
29221,Washington County,MO,566.11,25.9,91.1,#CD334C,#E6E6E6,#CD334C
29223,Wayne County,MO,334.03,30.3,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29225,Webster County,MO,252.58,36.8,91.1,#B2B0BC,#BDDFD6,#DCB2BD
29227,,,359,40,,#797691,#8FD3C2,#D47A91
29229,Wright County,MO,251.52,30.9,91.1,#DCB2BD,#E6E6E6,#DCB2BD
29510,St. Louis city,MO,115.11,46.4,91.1,#8FD3C2,#8FD3C2,#E6E6E6
30001,Beaverhead County,MT,306.78,46.3,95.6,#85B0BC,#8FD3C2,#DCB2BD
30003,Big Horn County,MT,225.24,63.7,95.6,#5AACA4,#65C7A6,#DCB2BD
30005,Blaine County,MT,269.42,67.4,95.6,#5AACA4,#65C7A6,#DCB2BD
30007,Broadwater County,MT,368.77,27.9,95.6,#D47A91,#E6E6E6,#D47A91
30009,Carbon County,MT,279.72,41.3,95.6,#85B0BC,#8FD3C2,#DCB2BD
30011,,,359,40,,#797691,#8FD3C2,#D47A91
30013,Cascade County,MT,454.74,44.4,95.6,#797691,#8FD3C2,#D47A91
30015,Chouteau County,MT,248.45,26,95.6,#DCB2BD,#E6E6E6,#DCB2BD
30017,Custer County,MT,385.9,35.3,95.6,#AA778E,#BDDFD6,#D47A91
30019,,,359,40,,#797691,#8FD3C2,#D47A91
30021,Dawson County,MT,313.48,31.8,95.6,#DCB2BD,#E6E6E6,#DCB2BD
30023,Deer Lodge County,MT,251.64,49.7,95.6,#5AACA4,#65C7A6,#DCB2BD
30025,,,359,40,,#797691,#8FD3C2,#D47A91
30027,Fergus County,MT,181,39.3,95.6,#BDDFD6,#BDDFD6,#E6E6E6
30029,Flathead County,MT,473,34.8,95.6,#AA778E,#BDDFD6,#D47A91
30031,Gallatin County,MT,381.88,49.4,95.6,#42728B,#65C7A6,#D47A91
30033,,,359,40,,#797691,#8FD3C2,#D47A91
30035,Glacier County,MT,429,67.8,95.6,#42728B,#65C7A6,#D47A91
30037,Golden Valley County,MT,0,37,95.6,#BDDFD6,#BDDFD6,#E6E6E6
30039,,,359,40,,#797691,#8FD3C2,#D47A91
30041,Hill County,MT,497.45,48.6,95.6,#42728B,#65C7A6,#D47A91
30043,Jefferson County,MT,294.57,42.1,95.6,#85B0BC,#8FD3C2,#DCB2BD
30045,,,359,40,,#797691,#8FD3C2,#D47A91
30047,Lake County,MT,341.45,48,95.6,#5AACA4,#65C7A6,#DCB2BD
30049,Lewis and Clark County,MT,475.29,50.7,95.6,#42728B,#65C7A6,#D47A91
30051,,,359,40,,#797691,#8FD3C2,#D47A91
30053,Lincoln County,MT,915.92,29.6,95.6,#CD334C,#E6E6E6,#CD334C
30055,,,359,40,,#797691,#8FD3C2,#D47A91
30057,Madison County,MT,337.21,38.5,95.6,#B2B0BC,#BDDFD6,#DCB2BD
30059,,,359,40,,#797691,#8FD3C2,#D47A91
30061,Mineral County,MT,318.4,46.4,95.6,#85B0BC,#8FD3C2,#DCB2BD
30063,Missoula County,MT,380.43,56.1,95.6,#42728B,#65C7A6,#D47A91
30065,,,359,40,,#797691,#8FD3C2,#D47A91
30067,Park County,MT,379.38,49.9,95.6,#42728B,#65C7A6,#D47A91
30069,Petroleum County,MT,0,27.1,95.6,#E6E6E6,#E6E6E6,#E6E6E6
30071,,,359,40,,#797691,#8FD3C2,#D47A91
30073,Pondera County,MT,406.02,44.3,95.6,#797691,#8FD3C2,#D47A91
30075,,,359,40,,#797691,#8FD3C2,#D47A91
30077,Powell County,MT,391.87,37.8,95.6,#AA778E,#BDDFD6,#D47A91
30079,,,359,40,,#797691,#8FD3C2,#D47A91
30081,Ravalli County,MT,232.84,42,95.6,#85B0BC,#8FD3C2,#DCB2BD
30083,Richland County,MT,462.83,30.2,95.6,#D47A91,#E6E6E6,#D47A91
30085,Roosevelt County,MT,227.19,46.5,95.6,#85B0BC,#8FD3C2,#DCB2BD
30087,Rosebud County,MT,257.36,64.2,95.6,#5AACA4,#65C7A6,#DCB2BD
30089,Sanders County,MT,330.22,32.8,95.6,#B2B0BC,#BDDFD6,#DCB2BD
30091,Sheridan County,MT,0,41,95.6,#8FD3C2,#8FD3C2,#E6E6E6
30093,Silver Bow County,MT,389.52,53.1,95.6,#42728B,#65C7A6,#D47A91
30095,Stillwater County,MT,186.68,36,95.6,#BDDFD6,#BDDFD6,#E6E6E6
30097,Sweet Grass County,MT,267.59,34.7,95.6,#B2B0BC,#BDDFD6,#DCB2BD
30099,Teton County,MT,374.17,33.9,95.6,#AA778E,#BDDFD6,#D47A91
30101,Toole County,MT,295.61,37.4,95.6,#B2B0BC,#BDDFD6,#DCB2BD
30103,Treasure County,MT,0,38.2,95.6,#BDDFD6,#BDDFD6,#E6E6E6
30105,Valley County,MT,162.25,37.2,95.6,#BDDFD6,#BDDFD6,#E6E6E6
30107,,,359,40,,#797691,#8FD3C2,#D47A91
30109,,,359,40,,#797691,#8FD3C2,#D47A91
30111,Yellowstone County,MT,462.49,42.9,95.6,#797691,#8FD3C2,#D47A91
31001,Adams County,NE,0,35.3,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31003,Antelope County,NE,0,32.1,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31005,Arthur County,NE,0,16,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31007,Banner County,NE,0,23.4,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31009,Blaine County,NE,0,20.4,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31011,Boone County,NE,0,43.5,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31013,Box Butte County,NE,0,25.8,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31015,Boyd County,NE,0,29.9,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31017,Brown County,NE,0,30.6,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31019,Buffalo County,NE,0,33,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31021,Burt County,NE,0,49.9,89.3,#65C7A6,#65C7A6,#E6E6E6
31023,Butler County,NE,0,43.6,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31025,Cass County,NE,0,49.9,89.3,#65C7A6,#65C7A6,#E6E6E6
31027,Cedar County,NE,0,35.7,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31029,Chase County,NE,0,26.5,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31031,Cherry County,NE,0,28.5,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31033,Cheyenne County,NE,0,36.1,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31035,Clay County,NE,0,35.8,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31037,Colfax County,NE,0,37.1,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31039,Cuming County,NE,0,44.5,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31041,Custer County,NE,0,32,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31043,Dakota County,NE,0,50.7,89.3,#65C7A6,#65C7A6,#E6E6E6
31045,Dawes County,NE,0,31.8,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31047,Dawson County,NE,0,36.4,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31049,Deuel County,NE,0,27.7,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31051,Dixon County,NE,0,37,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31053,Dodge County,NE,0,44.6,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31055,Douglas County,NE,0,55,89.3,#65C7A6,#65C7A6,#E6E6E6
31057,Dundy County,NE,0,32.9,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31059,Fillmore County,NE,0,44.4,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31061,Franklin County,NE,0,33.2,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31063,Frontier County,NE,0,21.1,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31065,Furnas County,NE,0,36.7,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31067,Gage County,NE,0,35.2,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31069,Garden County,NE,0,38.6,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31071,Garfield County,NE,0,25.3,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31073,Gosper County,NE,0,33.2,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31075,Grant County,NE,0,15.2,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31077,Greeley County,NE,0,34.8,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31079,Hall County,NE,0,38.8,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31081,Hamilton County,NE,0,38.1,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31083,Harlan County,NE,0,35.2,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31085,Hayes County,NE,0,20.1,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31087,Hitchcock County,NE,0,28,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31089,Holt County,NE,0,35.2,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31091,Hooker County,NE,0,36.8,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31093,Howard County,NE,0,36.6,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31095,Jefferson County,NE,0,47,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31097,Johnson County,NE,0,46.3,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31099,Kearney County,NE,0,39.9,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31101,Keith County,NE,0,30,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31103,Keya Paha County,NE,0,24.6,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31105,Kimball County,NE,0,30.4,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31107,Knox County,NE,0,42.2,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31109,Lancaster County,NE,0,57.1,89.3,#65C7A6,#65C7A6,#E6E6E6
31111,Lincoln County,NE,0,24.8,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31113,Logan County,NE,0,16.8,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31115,Loup County,NE,0,23.6,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31117,McPherson County,NE,0,10.7,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31119,Madison County,NE,0,37.2,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31121,Merrick County,NE,0,36,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31123,Morrill County,NE,0,29.4,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31125,Nance County,NE,0,24.9,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31127,Nemaha County,NE,0,42.5,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31129,Nuckolls County,NE,0,43.5,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31131,Otoe County,NE,0,47.2,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31133,Pawnee County,NE,0,37.9,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31135,Perkins County,NE,0,33.6,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31137,Phelps County,NE,0,32,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31139,Pierce County,NE,0,32.5,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31141,Platte County,NE,0,37.4,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31143,Polk County,NE,0,34.4,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31145,Red Willow County,NE,0,30.2,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31147,Richardson County,NE,0,45,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31149,Rock County,NE,0,30.1,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31151,Saline County,NE,0,41.5,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31153,Sarpy County,NE,0,52.4,89.3,#65C7A6,#65C7A6,#E6E6E6
31155,Saunders County,NE,0,44.3,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31157,Scotts Bluff County,NE,0,33.1,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31159,Seward County,NE,0,42.6,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31161,Sheridan County,NE,0,27.1,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31163,Sherman County,NE,0,34.4,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31165,Sioux County,NE,0,21.2,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31167,Stanton County,NE,0,23.1,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31169,Thayer County,NE,0,40.4,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31171,Thomas County,NE,0,20.2,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31173,Thurston County,NE,0,53.7,89.3,#65C7A6,#65C7A6,#E6E6E6
31175,Valley County,NE,0,27.4,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31177,Washington County,NE,0,47.4,89.3,#8FD3C2,#8FD3C2,#E6E6E6
31179,Wayne County,NE,0,35.1,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31181,Webster County,NE,0,33.9,89.3,#BDDFD6,#BDDFD6,#E6E6E6
31183,Wheeler County,NE,0,24.4,89.3,#E6E6E6,#E6E6E6,#E6E6E6
31185,York County,NE,0,44.5,89.3,#8FD3C2,#8FD3C2,#E6E6E6
32001,Churchill County,NV,610.22,38.8,94.9,#A52948,#BDDFD6,#CD334C
32003,Clark County,NV,168.88,45.9,94.9,#8FD3C2,#8FD3C2,#E6E6E6
32005,Douglas County,NV,370.11,45.5,94.9,#797691,#8FD3C2,#D47A91
32007,Elko County,NV,445.26,32,94.9,#D47A91,#E6E6E6,#D47A91
32009,,,359,40,,#797691,#8FD3C2,#D47A91
32011,Eureka County,NV,887.14,22.1,94.9,#CD334C,#E6E6E6,#CD334C
32013,Humboldt County,NV,534.73,34.1,94.9,#AA778E,#BDDFD6,#D47A91
32015,Lander County,NV,614.61,30.5,94.9,#CD334C,#E6E6E6,#CD334C
32017,Lincoln County,NV,540.23,31.8,94.9,#D47A91,#E6E6E6,#D47A91
32019,Lyon County,NV,732.05,34.2,94.9,#A52948,#BDDFD6,#CD334C
32021,Mineral County,NV,688.12,47.9,94.9,#6E1E45,#8FD3C2,#CD334C
32023,Nye County,NV,141.87,38.2,94.9,#BDDFD6,#BDDFD6,#E6E6E6
32027,Pershing County,NV,297.4,30.5,94.9,#DCB2BD,#E6E6E6,#DCB2BD
32029,Storey County,NV,242.54,17.8,94.9,#DCB2BD,#E6E6E6,#DCB2BD
32031,Washoe County,NV,414.19,54.6,94.9,#42728B,#65C7A6,#D47A91
32033,White Pine County,NV,0,44.2,94.9,#8FD3C2,#8FD3C2,#E6E6E6
32510,Carson City,NV,422.06,54.8,94.9,#42728B,#65C7A6,#D47A91
33001,Belknap County,NH,272.42,54.2,94,#5AACA4,#65C7A6,#DCB2BD
33003,Carroll County,NH,202.41,62.2,94,#65C7A6,#65C7A6,#E6E6E6
33005,Cheshire County,NH,148.52,54.9,94,#65C7A6,#65C7A6,#E6E6E6
33007,Coos County,NH,95.05,54.5,94,#65C7A6,#65C7A6,#E6E6E6
33009,Grafton County,NH,107.91,66,94,#65C7A6,#65C7A6,#E6E6E6
33011,Hillsborough County,NH,162.82,54.5,94,#65C7A6,#65C7A6,#E6E6E6
33013,Merrimack County,NH,205.43,61,94,#65C7A6,#65C7A6,#E6E6E6
33015,Rockingham County,NH,179.17,57.7,94,#65C7A6,#65C7A6,#E6E6E6
33017,Strafford County,NH,150.8,53.8,94,#65C7A6,#65C7A6,#E6E6E6
33019,Sullivan County,NH,127.47,54.8,94,#65C7A6,#65C7A6,#E6E6E6
34001,Atlantic County,NJ,286.72,55.1,93.2,#5AACA4,#65C7A6,#DCB2BD
34003,Bergen County,NJ,135.81,65.8,93.2,#65C7A6,#65C7A6,#E6E6E6
34005,Burlington County,NJ,188.39,62.7,93.2,#65C7A6,#65C7A6,#E6E6E6
34007,Camden County,NJ,201.39,56.1,93.2,#65C7A6,#65C7A6,#E6E6E6
34009,Cape May County,NJ,283.58,63.5,93.2,#5AACA4,#65C7A6,#DCB2BD
34011,Cumberland County,NJ,182.58,40.1,93.2,#8FD3C2,#8FD3C2,#E6E6E6
34013,Essex County,NJ,133.67,56.8,93.2,#65C7A6,#65C7A6,#E6E6E6
34015,Gloucester County,NJ,225.97,51.6,93.2,#5AACA4,#65C7A6,#DCB2BD
34017,Hudson County,NJ,118.38,62.4,93.2,#65C7A6,#65C7A6,#E6E6E6
34019,Hunterdon County,NJ,134.28,59.4,93.2,#65C7A6,#65C7A6,#E6E6E6
34021,Mercer County,NJ,119.21,57.6,93.2,#65C7A6,#65C7A6,#E6E6E6
34023,Middlesex County,NJ,159.62,60.7,93.2,#65C7A6,#65C7A6,#E6E6E6
34025,Monmouth County,NJ,224.15,57.4,93.2,#5AACA4,#65C7A6,#DCB2BD
34027,Morris County,NJ,145.17,67.3,93.2,#65C7A6,#65C7A6,#E6E6E6
34029,Ocean County,NJ,259.56,46.2,93.2,#85B0BC,#8FD3C2,#DCB2BD
34031,Passaic County,NJ,137.1,56.8,93.2,#65C7A6,#65C7A6,#E6E6E6
